passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Julia Carey,22.166666666666668,2017-03-30 17:23:31,Cash,5,2.79,15.5,0.0,0.0
David Woodward,9.583333333333334,2017-01-16 12:10:38,Card,1,2.72,11.0,2.36,0.0
Cheryl Hodges,9.416666666666666,2017-01-06 21:27:08,Cash,1,1.2,7.5,2.2,0.0
Justin Wolfe,13.233333333333333,2017-11-08 07:53:04,Cash,3,2.27,11.0,1.0,0.0
Scott Russo,9.683333333333334,2017-11-04 09:45:46,Card,1,2.0,9.0,0.0,0.0
Sarah Clarke,16.966666666666665,2017-10-29 02:45:31,Card,2,3.0,14.0,1.53,0.0
Summer Pierce,9.866666666666667,2017-12-02 13:25:30,Card,1,3.9,13.5,2.85,0.0
Sarah Andrews,5.8,2017-01-22 02:45:48,Cash,1,1.24,6.5,1.95,0.0
Bobby Wilson,1.3333333333333333,2017-11-16 20:14:50,Cash,2,0.06,-3.0,0.0,0.0
Yesenia Ellis,6.983333333333333,2017-06-13 23:03:30,Cash,1,1.9,8.0,1.0,0.0
Lisa Perry,5.216666666666667,2017-05-12 00:07:20,Cash,1,1.14,6.0,0.0,0.0
Michael Carson,14.733333333333333,2017-02-07 14:33:52,Cash,1,2.6,12.0,0.0,0.0
Ian Henderson,2.533333333333333,2017-06-03 12:47:54,Card,1,0.52,4.0,0.96,0.0
Diana Bell,4.55,2017-09-21 13:02:24,Card,1,1.0,5.5,0.0,0.0
Travis Neal,10.133333333333333,2017-03-17 19:36:01,Cash,1,1.32,8.0,0.0,0.0
Tiffany Atkinson,11.633333333333333,2017-09-19 14:35:48,Cash,1,1.0,8.5,1.8,0.0
Richard Boone,8.783333333333333,2017-01-10 17:24:25,Card,2,0.93,7.0,0.0,0.0
Ryan Jones,6.766666666666667,2017-11-10 08:58:04,Cash,2,1.25,6.5,1.46,0.0
James Morris,17.5,2017-10-19 10:57:58,Cash,1,1.1,11.5,1.0,0.0
Danielle Rush,4.166666666666667,2017-11-10 17:34:28,Card,6,0.73,5.0,0.0,0.0
Cynthia Sparks,6.066666666666666,2017-11-18 17:36:33,Card,1,0.8,6.0,0.0,0.0
Benjamin Nelson,10.85,2017-11-26 02:17:48,Cash,1,3.06,11.0,1.7,0.0
John Higgins,8.35,2017-04-23 20:18:49,Cash,1,0.7,6.5,1.0,0.0
Christopher Hunt,6.083333333333333,2017-07-03 22:44:22,Card,1,1.9,7.5,1.0,0.0
Grace Young,6.766666666666667,2017-09-29 17:51:42,Card,1,0.8,6.0,1.55,0.0
Michael Owens,9.316666666666666,2017-02-15 18:55:50,Card,1,1.1,7.5,1.85,0.0
Melissa Stephenson,9.433333333333334,2017-07-10 19:23:25,Cash,1,0.9,7.5,0.0,0.0
Alicia Mendoza,5.5,2017-03-11 00:24:01,Card,1,0.8,6.0,1.0,0.0
Matthew Chase,4.866666666666666,2017-01-23 10:48:44,Cash,1,1.0,5.5,0.0,0.0
Brian Moon,5.333333333333333,2017-12-05 20:22:51,Cash,1,0.5,5.5,1.35,0.0
Karen Kelly,14.8,2017-03-25 13:32:32,Card,4,3.9,14.0,3.0,0.0
Timothy Walker,11.333333333333334,2017-07-11 08:07:22,Cash,1,1.7,9.5,2.55,0.0
Leslie Vance,8.75,2017-12-16 07:43:33,Cash,1,1.4,7.5,0.0,0.0
Phillip King,15.766666666666667,2017-09-24 20:11:13,Cash,2,2.7,13.5,0.0,0.0
Kayla Buck MD,9.4,2017-09-24 15:00:05,Cash,1,1.3,8.0,1.75,0.0
Sean Matthews,5.116666666666666,2017-08-16 06:54:28,Cash,1,1.0,6.0,1.35,0.0
Beverly Mason,11.933333333333334,2017-03-24 23:33:49,Card,1,2.82,11.0,2.46,0.0
Michael Carson,6.95,2017-10-04 17:45:30,Cash,1,0.99,6.5,2.08,0.0
Erin Martinez,3.45,2017-02-05 15:54:25,Cash,1,0.6,4.5,0.0,0.0
Marc Moore,9.5,2017-01-12 08:04:00,Card,1,0.93,7.5,1.66,0.0
Katherine Lewis,5.75,2017-05-20 00:10:48,Cash,5,2.03,7.5,1.76,0.0
Tyler Melton,6.366666666666666,2017-11-22 19:32:12,Cash,1,1.0,6.5,2.0,0.0
Jason Thomas,51.11666666666667,2017-05-18 17:23:06,Cash,1,5.2,31.0,8.2,0.0
Amanda Dunn,1.2833333333333334,2017-12-14 03:55:48,Cash,1,0.0,3.0,0.0,0.0
Nancy Ryan,9.916666666666666,2017-06-16 03:59:43,Card,1,2.25,10.0,0.0,0.0
Lori Taylor,10.866666666666667,2017-04-01 02:20:16,Cash,1,3.2,12.0,1.0,0.0
Gary Jordan,27.05,2017-01-24 17:56:55,Cash,1,4.8,20.0,4.35,0.0
Ryan Crane,19.8,2017-04-12 12:27:51,Card,1,4.2,17.0,2.0,0.0
Julie Stephens,14.416666666666666,2017-10-18 09:19:46,Card,1,1.09,10.0,0.0,0.0
Shelby Bennett,9.283333333333333,2017-01-17 22:02:44,Cash,1,1.17,7.5,2.0,0.0
Joshua Munoz,11.2,2017-03-03 23:16:00,Card,3,0.61,8.0,0.0,0.0
Benjamin Parsons,1.55,2017-10-06 15:50:46,Cash,1,0.3,3.5,0.0,0.0
John Cook,1.5,2017-01-12 18:16:24,Card,1,0.5,3.5,0.0,0.0
Rachel Bailey,27.716666666666665,2017-01-17 19:19:55,Cash,2,3.33,18.5,0.0,0.0
Nicholas Lee,6.6,2017-01-11 09:57:48,Card,1,0.7,6.0,0.0,0.0
Kevin Glenn,17.15,2017-12-13 11:52:30,Cash,1,2.43,12.0,2.0,0.0
Susan Snyder,17.883333333333333,2017-02-03 11:35:39,Card,5,4.04,16.0,0.0,0.0
Roy Sellers,41.3,2017-03-16 10:49:54,Cash,1,2.3,23.5,3.0,0.0
Erica Riggs,3.216666666666667,2017-07-28 21:51:48,Card,1,0.7,4.5,0.0,0.0
Jennifer Williams,16.016666666666666,2017-12-19 19:26:53,Card,1,2.34,12.0,2.76,0.0
Rebecca Hess,6.766666666666667,2017-03-14 18:40:17,Cash,1,0.6,6.0,0.0,0.0
Stacy Moore,10.35,2017-07-08 00:17:51,Card,1,4.35,14.0,3.06,0.0
Walter Williams,17.516666666666666,2017-07-03 19:29:43,Cash,1,4.08,15.0,0.0,0.0
Natasha Mcdowell,13.016666666666667,2017-04-12 19:20:23,Card,5,2.45,11.5,2.66,0.0
Brent Ford,11.116666666666667,2017-04-16 02:25:12,Cash,1,2.62,10.5,2.95,0.0
Thomas Brown,11.666666666666666,2017-01-31 17:54:07,Card,5,1.27,9.0,2.7,0.0
Aaron Durham,21.65,2017-11-20 12:49:27,Card,1,2.2,14.5,0.0,0.0
Kara Collins,10.816666666666666,2017-01-29 20:18:31,Card,1,1.8,9.5,2.15,0.0
Brittany Evans,2.8833333333333333,2017-01-21 16:46:41,Card,1,0.4,4.0,0.72,0.0
Stacey Ingram,9.4,2017-05-24 22:38:31,Card,2,2.11,9.0,2.06,0.0
Pamela Thomas,28.583333333333332,2017-09-22 22:44:20,Card,1,4.47,20.0,0.0,0.0
Thomas Simpson,3.566666666666667,2017-04-03 08:54:25,Card,1,0.58,4.5,0.0,0.0
Christine Davis,2.7666666666666666,2017-10-26 16:20:01,Cash,1,0.4,4.0,0.58,0.0
Erin Caldwell,12.533333333333333,2017-12-05 03:43:07,Card,1,3.0,11.5,2.55,0.0
Anna Hall,2.433333333333333,2017-12-26 16:24:24,Card,1,0.4,4.0,1.15,0.0
Todd Norris,14.466666666666667,2017-12-19 21:18:19,Card,5,2.09,11.0,0.0,0.0
James Welch,27.65,2017-02-07 19:00:58,Card,5,2.71,17.5,3.86,0.0
Desiree Brooks,6.9,2017-05-14 09:52:11,Card,2,2.07,8.0,2.64,0.0
Ronald Fisher,14.45,2017-10-02 10:07:42,Card,1,2.27,12.0,0.0,0.0
Andrew Simmons Jr.,2.8666666666666667,2017-11-15 18:13:31,Card,1,0.5,4.0,0.0,0.0
David Hardy,3.75,2017-01-03 05:51:47,Card,1,0.69,5.0,1.0,0.0
Angela Young,14.116666666666667,2017-07-09 17:51:53,Card,1,1.7,10.5,0.0,0.0
Sarah Harding,10.45,2017-11-01 09:09:06,Card,1,1.5,8.5,1.85,0.0
Kelly Gomez,7.416666666666667,2017-11-30 10:34:08,Cash,3,0.9,6.5,1.0,0.0
Jimmy Williams,9.166666666666666,2017-01-18 21:08:33,Cash,1,2.7,10.5,2.12,0.0
Dustin Simon,11.066666666666666,2017-10-27 09:24:40,Cash,1,1.6,9.0,1.96,0.0
Steven Thomas MD,17.666666666666668,2017-12-02 22:17:41,Cash,1,2.5,13.0,0.0,0.0
William Pitts,19.2,2017-07-20 21:48:29,Cash,2,3.15,14.0,1.0,0.0
Debbie Chen,9.133333333333333,2017-05-19 15:40:26,Card,1,0.9,7.0,0.0,0.0
Tammy Glenn,9.216666666666667,2017-10-25 21:50:02,Card,1,1.9,9.0,2.06,0.0
Renee Meadows,18.65,2017-10-18 22:41:55,Card,1,2.7,14.0,3.0,0.0
Danielle Meyer,10.566666666666666,2017-02-21 10:36:21,Cash,5,0.67,7.5,1.66,0.0
Jaclyn House,3.1,2017-04-09 17:58:10,Card,1,0.7,4.5,1.3,0.0
Russell Gillespie,5.083333333333333,2017-08-26 19:30:06,Cash,1,1.6,6.5,1.45,0.0
Jeffrey Green,8.4,2017-04-30 18:31:23,Card,1,1.5,8.0,1.25,0.0
Kathleen Pratt,5.316666666666666,2017-07-12 07:46:53,Cash,1,0.8,5.5,1.25,0.0
Billy Shaffer,5.166666666666667,2017-11-18 02:35:26,Card,1,1.2,6.0,1.45,0.0
Latoya Bell,6.433333333333334,2017-03-26 22:52:31,Card,1,1.3,7.0,1.65,0.0
Sean Richards,3.25,2017-05-12 23:02:14,Cash,2,0.76,4.5,1.16,0.0
Gary Cervantes,15.75,2017-04-27 17:15:44,Cash,1,2.26,11.5,3.32,0.0
Brent Wilkins,21.883333333333333,2017-05-05 10:22:32,Card,3,4.15,16.5,3.0,5.76
Amanda Price,11.383333333333333,2017-08-08 12:41:44,Card,1,1.43,9.0,0.0,0.0
Amanda Johnson,7.633333333333334,2017-10-03 15:46:44,Cash,1,0.86,6.5,0.0,0.0
Selena Gallagher,8.766666666666667,2017-12-07 19:50:03,Card,1,1.4,8.0,2.45,0.0
Cassandra Roberts,3.15,2017-01-10 19:49:27,Cash,6,0.87,4.5,2.0,0.0
Malik Wallace,6.8,2017-05-04 05:38:34,Card,1,2.03,8.0,1.86,0.0
Mary Davis,34.766666666666666,2017-12-18 18:58:42,Card,1,4.56,22.0,0.0,0.0
Michele Pineda,6.666666666666667,2017-10-18 19:55:55,Cash,4,1.09,6.5,2.08,0.0
Brenda Scott,5.666666666666667,2017-10-17 23:59:31,Card,1,1.3,6.5,1.5,0.0
Jacqueline Nash,7.95,2017-10-09 19:13:43,Card,3,0.9,7.0,2.22,0.0
Gabriela Peterson,13.1,2017-08-30 09:46:55,Cash,1,1.8,10.0,2.15,0.0
Linda Becker,4.316666666666666,2017-07-21 01:17:59,Card,2,0.9,5.5,0.0,0.0
Amanda Martin,36.06666666666667,2017-10-12 19:37:41,Card,2,4.1,22.5,1.0,0.0
Amy Lewis,12.25,2017-11-06 16:38:24,Cash,1,2.3,11.0,2.56,0.0
Tammy Hansen,16.366666666666667,2017-01-10 18:42:09,Card,5,0.02,10.5,0.0,0.0
Mark Dalton,10.3,2017-07-11 20:32:34,Cash,1,1.8,9.0,2.05,0.0
Gary Riddle,20.333333333333332,2017-03-21 14:44:47,Card,1,2.4,13.5,2.85,0.0
Chris Gardner,22.033333333333335,2017-05-06 18:13:59,Card,2,2.7,15.5,4.85,0.0
Shane Martinez,17.5,2017-11-28 23:48:13,Card,1,3.6,15.5,3.35,0.0
Robert Gallegos,13.216666666666667,2017-08-28 10:51:04,Cash,1,1.1,9.5,0.0,0.0
Adam Odonnell,4.7,2017-10-06 18:53:53,Cash,1,0.4,5.0,4.0,0.0
Christopher Nelson,11.7,2017-12-25 23:36:44,Cash,5,5.85,17.5,0.0,0.0
Michael Robertson,7.133333333333334,2017-01-04 09:17:37,Card,5,1.11,6.5,1.0,0.0
Casey Murray,23.133333333333333,2017-08-03 13:42:24,Cash,1,1.84,15.0,2.0,0.0
Tonya Hensley,4.533333333333333,2017-01-26 15:57:34,Cash,1,0.5,4.5,1.05,0.0
Candice David,1.05,2017-08-30 06:37:35,Cash,1,0.3,3.0,1.0,0.0
Evan Bass,14.65,2017-07-13 20:04:34,Card,1,2.1,11.0,2.55,0.0
Tara Brown,13.616666666666667,2017-01-01 02:12:59,Cash,5,5.57,17.5,0.0,0.0
Brittany Baker,22.883333333333333,2017-09-21 19:16:00,Card,3,2.16,15.0,0.0,0.0
Julia Ramirez,26.8,2017-05-10 16:15:42,Card,1,2.55,16.5,0.0,0.0
David Francis,7.6,2017-01-05 20:37:37,Card,1,0.68,6.5,0.0,0.0
David Nelson II,12.166666666666666,2017-01-11 11:10:46,Card,6,1.09,8.5,0.0,0.0
Edward Walsh,3.95,2017-07-10 20:00:18,Cash,1,0.9,5.0,1.35,0.0
Kevin Nelson,15.283333333333333,2017-05-21 13:24:10,Card,1,1.96,11.0,2.36,0.0
James Fernandez,6.75,2017-09-09 18:09:39,Card,1,0.99,6.0,0.0,0.0
Michelle Carter,13.816666666666666,2017-12-26 17:40:08,Cash,3,1.3,9.5,0.0,0.0
Jonathan Bowers II,11.05,2017-08-04 12:47:04,Card,1,3.4,13.0,0.0,0.0
Lisa Olson,6.033333333333333,2017-06-09 14:28:02,Card,3,1.36,6.5,1.0,0.0
Cristian Pollard,13.266666666666667,2017-07-29 22:08:58,Card,1,2.94,12.5,1.38,0.0
Joseph Bauer,8.083333333333334,2017-08-17 22:25:53,Card,4,1.58,8.0,0.0,0.0
Teresa Beck,17.933333333333334,2017-04-29 21:57:43,Card,2,1.4,12.0,2.66,0.0
Antonio Garner,4.7,2017-06-26 18:08:50,Card,1,1.52,6.5,2.08,0.0
Anthony Clark,1.0166666666666666,2017-11-15 13:24:18,Card,2,0.71,4.0,0.0,0.0
John Rhodes,8.866666666666667,2017-03-03 11:58:30,Card,1,1.6,8.0,0.0,0.0
Amanda Kane,15.966666666666667,2017-05-17 23:13:37,Card,1,3.4,14.5,3.15,0.0
Christopher Blackwell,8.466666666666667,2017-08-02 14:24:11,Cash,2,0.67,6.5,0.0,0.0
Christopher Saunders,15.533333333333333,2017-04-27 07:52:37,Cash,1,1.9,11.5,2.45,0.0
Tim Dixon,7.516666666666667,2017-12-07 22:02:17,Card,1,1.5,7.5,1.75,0.0
Amy Lowery,7.766666666666667,2017-09-06 22:47:10,Card,1,0.9,6.5,1.95,0.0
Lindsay Brown,10.1,2017-12-28 19:57:22,Card,4,1.9,9.0,0.0,0.0
David Gonzalez,2.5166666666666666,2017-10-05 09:02:23,Cash,1,0.59,4.0,0.96,0.0
Julie Leonard,12.966666666666667,2017-12-24 15:15:10,Card,3,0.8,9.0,1.95,0.0
Brandon Villanueva,26.65,2017-07-26 14:32:10,Cash,1,2.27,16.5,3.46,0.0
Todd Dunn,11.766666666666667,2017-09-09 13:15:17,Card,1,0.6,8.5,0.0,0.0
Craig Morgan,12.883333333333333,2017-09-30 09:57:25,Card,2,2.3,11.0,1.5,0.0
Anthony Moran,21.55,2017-11-10 08:56:54,Card,5,5.6,19.5,4.15,0.0
David Silva,26.0,2017-07-12 13:31:57,Cash,1,5.04,21.0,0.0,0.0
Katherine White,19.05,2017-05-09 16:08:22,Cash,1,1.4,12.5,0.0,0.0
Valerie Johnson,5.233333333333333,2017-02-16 17:36:15,Cash,3,1.5,7.0,1.75,0.0
Raymond Delacruz,13.466666666666667,2017-03-30 13:56:42,Card,1,0.9,9.0,1.95,0.0
Nathan Martin,12.216666666666667,2017-05-12 20:44:47,Card,5,1.48,9.5,0.0,0.0
Shirley Abbott,4.9,2017-11-27 07:25:07,Cash,1,1.21,6.0,1.36,0.0
Yvonne Moon,7.983333333333333,2017-05-29 13:25:29,Card,1,1.2,7.0,1.55,0.0
Angela Lopez,1.7666666666666666,2017-06-16 02:45:00,Card,1,0.83,4.5,1.16,0.0
Teresa Perry,7.966666666666667,2017-07-13 08:35:28,Cash,1,1.6,7.5,1.7,0.0
Amanda Campbell,21.05,2017-04-11 16:27:26,Cash,1,1.84,14.0,0.0,0.0
Brandon Miller,1394.8833333333334,2017-12-21 07:39:27,Cash,4,1.26,10.0,0.0,0.0
Jimmy Ortiz,19.616666666666667,2017-01-12 22:20:52,Card,1,3.6,15.5,3.36,0.0
Matthew Atkins,6.366666666666666,2017-10-04 09:08:39,Card,1,1.18,6.5,0.0,0.0
Christopher Brown,4.733333333333333,2017-03-07 18:57:39,Card,1,0.51,5.0,1.36,0.0
Kyle Mills,2.3,2017-08-04 06:47:39,Cash,1,0.7,4.5,1.05,0.0
Kyle Henderson,30.5,2017-08-12 13:39:26,Card,2,2.4,18.5,3.85,0.0
Paul Morris,9.266666666666667,2017-08-13 03:50:20,Card,4,3.07,11.5,2.56,0.0
Jose Ruiz,14.083333333333334,2017-03-05 18:15:23,Card,1,2.37,11.0,2.36,0.0
Melissa Stevens,16.033333333333335,2017-09-20 06:58:54,Card,3,2.99,13.0,2.76,0.0
Amanda Moore,8.85,2017-09-17 20:09:33,Card,6,1.32,8.0,1.76,0.0
Joseph Fleming,11.833333333333334,2017-04-22 20:01:57,Cash,1,1.95,10.0,2.16,0.0
Alexander Watson,12.9,2017-05-19 10:20:53,Card,1,1.22,9.5,2.06,0.0
Jessica Browning,3.283333333333333,2017-04-06 20:51:11,Cash,1,0.71,4.5,1.0,0.0
Marilyn Morton,15.966666666666667,2017-11-15 23:51:46,Cash,1,4.09,14.5,3.16,0.0
Jean Drake,8.666666666666666,2017-10-25 18:12:22,Cash,1,1.2,7.5,1.4,0.0
Wendy Dunn,6.366666666666666,2017-06-25 12:39:18,Card,1,1.33,6.5,0.0,0.0
Elizabeth Lee,28.466666666666665,2017-03-23 01:00:52,Card,1,6.1,22.5,0.0,0.0
Kimberly Miller,18.55,2017-04-29 13:48:09,Card,1,2.55,14.0,0.0,0.0
Tammie Martinez,12.85,2017-11-06 17:13:40,Cash,2,1.42,9.0,0.0,0.0
Cheryl Norton,2.183333333333333,2017-01-11 14:48:48,Card,6,0.08,3.5,0.0,0.0
Alexis Weber,3.533333333333333,2017-01-10 01:17:48,Cash,1,0.6,4.5,0.0,0.0
Lynn Faulkner,41.166666666666664,2017-05-02 12:04:56,Cash,1,4.12,25.5,0.0,0.0
Kimberly Yates,2.283333333333333,2017-12-21 15:36:48,Cash,1,0.47,4.0,1.2,0.0
Stephanie Vargas,9.633333333333333,2017-05-13 13:47:30,Card,1,2.3,9.5,2.05,0.0
Mary Werner,10.916666666666666,2017-11-09 01:53:24,Card,1,2.6,11.0,2.46,0.0
Kimberly Gates,8.0,2017-02-24 08:30:29,Card,1,2.0,9.0,0.0,0.0
Dana Gibson,11.85,2017-01-10 13:21:43,Card,1,1.36,9.0,1.96,0.0
Katherine Johnson,6.716666666666667,2017-11-09 13:56:41,Card,1,1.05,6.5,0.0,0.0
Kenneth Mann,23.4,2017-01-29 00:50:17,Card,1,5.24,19.5,3.0,0.0
Laura Stark,7.366666666666666,2017-06-03 19:14:34,Card,1,1.33,7.0,0.0,0.0
Gloria Copeland,1.4833333333333334,2017-06-22 01:15:08,Card,1,0.7,4.0,0.0,0.0
Kelly Rose,18.2,2017-02-21 17:20:21,Cash,1,2.18,12.5,2.0,0.0
Edwin Serrano,5.683333333333334,2017-03-04 18:15:15,Card,1,0.9,6.0,1.7,0.0
Reginald Hall,19.166666666666668,2017-08-08 13:05:21,Cash,2,2.5,13.5,4.25,0.0
Glenn Miller,7.566666666666666,2017-08-05 00:12:09,Cash,3,1.3,7.0,0.0,0.0
Curtis Berry,5.833333333333333,2017-03-17 00:53:41,Card,1,1.38,6.5,1.56,0.0
Karen Jenkins,9.983333333333333,2017-01-12 12:07:55,Cash,1,0.8,7.5,1.65,0.0
Henry Mayer,19.983333333333334,2017-10-20 09:44:38,Cash,1,1.88,13.5,2.86,0.0
Victoria Brown,2.35,2017-03-09 10:12:40,Cash,6,0.4,4.0,0.0,0.0
Stacy Robertson,5.233333333333333,2017-07-25 18:25:28,Card,6,1.1,6.0,0.0,0.0
Crystal Bowman,13.333333333333334,2017-07-25 07:41:16,Cash,2,2.79,12.0,2.0,0.0
Theresa Booker,6.733333333333333,2017-03-09 22:23:40,Cash,1,1.38,7.0,0.0,0.0
Julia Johnson,13.15,2017-08-24 14:00:14,Cash,1,2.6,12.5,3.3,0.0
Andrew Burke,9.616666666666667,2017-03-10 08:32:31,Cash,1,1.4,8.0,2.2,0.0
Jeremy Jackson,17.15,2017-12-28 22:31:59,Cash,2,2.6,13.0,2.85,0.0
Sarah Carney,9.716666666666667,2017-02-18 12:09:27,Card,5,1.74,8.5,0.0,0.0
Jennifer Hart,18.966666666666665,2017-02-25 14:27:20,Cash,1,3.43,15.0,3.16,0.0
Elizabeth Ford,7.883333333333334,2017-05-02 10:26:42,Card,1,1.0,7.0,1.55,0.0
Emily Zavala,12.45,2017-10-03 12:02:11,Card,1,2.2,11.0,2.35,0.0
Philip Jones,5.883333333333334,2017-02-24 11:20:12,Card,2,0.72,5.5,1.26,0.0
Carrie Smith,9.0,2017-02-04 13:10:16,Card,3,2.05,9.0,0.0,0.0
Elizabeth Mercer,18.533333333333335,2017-11-30 17:43:44,Card,1,1.26,11.5,2.0,0.0
Jacob Patterson,23.633333333333333,2017-03-02 22:26:11,Card,1,4.28,18.0,0.0,0.0
Rodney Townsend,8.833333333333334,2017-10-28 00:16:47,Card,2,1.2,7.5,1.75,0.0
Sarah Gardner,22.983333333333334,2017-11-19 16:22:07,Cash,3,2.6,15.0,3.15,0.0
Jeremiah Burke,4.8,2017-04-21 09:47:05,Cash,6,0.85,5.5,1.26,0.0
David Daugherty,15.266666666666667,2017-10-12 13:14:22,Card,1,1.9,11.5,0.0,0.0
Joel Hamilton,9.033333333333333,2017-08-02 12:21:20,Cash,1,1.37,8.0,1.8,0.0
Chad Smith,13.983333333333333,2017-11-17 07:37:57,Cash,1,2.15,11.0,0.0,0.0
Elizabeth Shelton,15.766666666666667,2017-04-12 08:34:45,Card,1,2.7,12.5,3.33,0.0
James Sanders,2.4,2017-01-11 08:53:29,Cash,1,0.4,4.0,0.0,0.0
Shane Duran,2.3,2017-09-24 12:52:59,Cash,1,0.51,4.0,1.44,0.0
James Williamson,10.883333333333333,2017-12-30 14:00:45,Card,2,1.6,8.5,1.85,0.0
Amy Obrien,13.866666666666667,2017-11-23 21:41:19,Card,1,3.68,13.5,0.0,0.0
Megan Keith,12.15,2017-04-17 20:03:52,Cash,1,2.3,11.0,0.0,0.0
Kaitlin Giles,12.233333333333333,2017-10-17 19:23:42,Cash,1,1.46,9.0,1.0,0.0
Donna Coleman,3.6333333333333333,2017-10-28 17:51:42,Cash,2,0.6,4.5,1.0,0.0
Joseph Flores,7.966666666666667,2017-03-30 23:57:10,Cash,2,1.93,8.5,1.96,0.0
Randall Boyd,2.1166666666666667,2017-09-20 06:46:57,Cash,1,0.7,4.0,1.0,0.0
Rita Parsons,7.2,2017-11-07 07:12:57,Card,1,1.5,7.5,0.0,0.0
Katelyn Mcdaniel,7.783333333333333,2017-03-27 08:21:12,Cash,1,0.93,6.5,1.46,0.0
Hannah Johnson,21.216666666666665,2017-10-18 22:49:55,Cash,1,4.8,18.5,0.0,0.0
Selena Rodriguez,15.85,2017-11-09 13:09:45,Card,1,2.4,12.5,2.66,0.0
Jason Porter,8.133333333333333,2017-04-29 15:02:44,Card,1,0.8,6.5,0.0,0.0
Karen Russell,8.9,2017-01-30 05:31:50,Card,1,1.67,8.5,0.0,0.0
Dana Cannon,1.3,2017-07-15 21:57:06,Cash,1,0.21,3.0,1.08,0.0
Jordan Foster,18.483333333333334,2017-10-19 19:20:45,Card,1,2.15,12.5,2.86,0.0
Thomas Garrett,19.516666666666666,2017-01-10 23:56:49,Card,1,3.9,16.5,3.55,0.0
Dr. Stacy Villarreal,6.433333333333334,2017-02-11 18:21:52,Card,1,1.07,6.5,0.0,0.0
Donald Morgan,28.616666666666667,2017-05-12 16:01:14,Card,1,2.0,17.5,0.0,0.0
Sara Wagner,36.43333333333333,2017-03-10 17:29:17,Cash,3,5.4,24.5,0.0,0.0
Robert Gibson,8.0,2017-07-17 19:13:27,Cash,1,1.24,7.0,0.0,0.0
Lisa Henry,11.216666666666667,2017-02-16 11:23:29,Cash,1,1.0,8.5,0.0,0.0
Catherine Rogers,12.233333333333333,2017-12-16 12:20:36,Card,1,1.7,9.0,1.96,0.0
Stacy Robinson,21.45,2017-04-27 13:45:39,Cash,1,1.36,14.0,0.0,0.0
Carrie James,7.433333333333334,2017-07-12 10:22:40,Card,1,0.61,6.5,1.2,0.0
Todd Thompson,7.683333333333334,2017-07-06 08:18:24,Cash,5,0.88,6.5,2.19,0.0
Jocelyn Hicks,9.666666666666666,2017-02-22 17:42:53,Card,6,1.2,8.0,1.96,0.0
Andrea Sutton,14.1,2017-10-10 08:38:11,Cash,1,4.48,15.5,2.0,0.0
Michael Horton,5.366666666666666,2017-06-03 17:36:02,Card,2,0.2,5.0,0.0,0.0
Kent Alvarado,10.116666666666667,2017-07-21 10:34:23,Cash,1,1.33,8.5,0.0,0.0
Ronnie Thomas,6.983333333333333,2017-12-24 23:29:34,Card,1,0.85,6.5,0.0,0.0
Deborah Garcia,20.766666666666666,2017-10-24 14:38:15,Cash,1,5.04,19.0,1.98,0.0
Sarah Barker,1.6166666666666667,2017-02-06 09:23:36,Card,1,0.8,4.5,1.05,0.0
William Wilson,16.416666666666668,2017-10-11 19:06:41,Cash,1,0.9,11.0,2.55,0.0
Charles Turner,10.85,2017-05-26 09:36:46,Card,2,2.1,10.0,2.15,0.0
Scott Mullins,9.5,2017-01-03 18:10:59,Card,2,1.83,8.5,1.5,0.0
Mr. Noah West,6.483333333333333,2017-04-08 21:01:53,Cash,2,0.4,5.5,0.0,0.0
Heather Morgan,10.35,2017-01-25 10:35:46,Card,1,1.5,8.5,1.86,0.0
Janet Ryan,5.283333333333333,2017-04-11 12:00:55,Cash,2,1.1,6.0,0.0,0.0
Jorge Matthews,13.366666666666667,2017-02-27 10:28:59,Cash,1,2.1,10.0,2.15,0.0
Lori Larsen,7.483333333333333,2017-07-12 07:24:04,Card,2,1.3,7.0,2.34,0.0
Kristen Phillips,18.016666666666666,2017-02-22 18:57:29,Cash,2,2.24,12.5,0.0,0.0
Karen Mitchell,7.05,2017-06-05 22:06:14,Card,1,1.37,7.0,0.0,0.0
Adam Bautista,29.283333333333335,2017-11-20 09:23:38,Cash,1,4.2,20.0,4.15,0.0
Jason Ray,4.216666666666667,2017-06-06 05:21:40,Cash,1,1.0,5.5,0.0,0.0
Bryan Perry,7.366666666666666,2017-09-28 19:16:07,Cash,1,1.48,7.5,2.32,0.0
Scott Robinson,14.933333333333334,2017-08-24 17:08:38,Cash,3,2.35,12.0,2.0,0.0
Aaron Owens,10.766666666666667,2017-06-15 20:52:26,Card,1,1.7,9.0,1.0,0.0
Michael Zuniga,10.783333333333333,2017-03-25 18:12:30,Card,1,1.77,9.0,0.0,0.0
Janice Davenport,9.983333333333333,2017-12-06 19:17:29,Cash,1,1.0,8.0,2.45,0.0
Andrea Bernard,11.25,2017-08-22 19:04:39,Cash,1,1.15,8.5,1.0,0.0
Mrs. Tammy Potter,11.066666666666666,2017-12-08 16:38:04,Cash,4,0.76,8.0,0.0,0.0
Tristan Warren,5.983333333333333,2017-12-04 20:08:01,Card,1,0.86,5.5,15.0,0.0
Courtney Campbell,10.95,2017-02-08 21:12:56,Card,1,1.8,9.0,2.06,0.0
